wiki_name,parkCode,campground_name,description,lat,lon,numberOfSitesReservable,reservationInfo,amenities,operatingHours
Joshua Tree,jotr,Sheep Pass Group Campground,"Sheep Pass Group Campground has 6 group campsites and is centrally located within Joshua Tree National Park and is easily accessible to hiking trails and rock climbing routes. All campsites are by reservation only. It is one of three group campgrounds in the park. Towering rock formations and uniquely-shaped Joshua trees surround the facility. There is no water available in the campground. Campsite fees are increasing to $55 starting January 1, 2025",34.00009094326877,-116.12050064894004,6,Reservations are required year-round and can be made up to six months in advance. Book a site at www.recreation.gov or by calling 877-444-6777. Sites can accommodate 10-60 people.,,"All campgrounds and campsites are subject to closure, but typically campgrounds are open 24 hours a day, everyday. Check in and check out are at noon. Quiet hours are from 10:00 pm to 6:00 am."
Joshua Tree,jotr,White Tank Campground,"This is small campground with 15 sites. There are pit toilets, picnic tables, and fire pits. There is no water available. RVs and vehicles with trailers may not exceed 25 feet. To secure a site, 1. Locate an empty campsite. 2. Occupy the site (set up a tent or leave personal items to show occupancy). 3. Proceed immediately to an entrance station to complete registration and pay. You must pay for the site within one hour of set up. If entrance stations are closed, payment may be delayed until morning.",33.985738,-116.0166743,15,"White Tank Campground is first-come, first-served throughout the year.",,"All campgrounds and campsites are subject to closure, but typically campgrounds are open 24 hours a day, everyday. Check in and check out are at noon. Quiet hours are from 10:00 pm to 6:00 am."
Katmai,katm,Brooks Camp Campground,"Brooks Camp Campground is the only developed campground in Katmai National Park and Preserve. It is located on the shore of Naknek Lake, about .3 miles (.5 km) from the Brooks Camp Visitor Center. Facilities in the campground include a food cache, gear cache, fuel storage locker, potable water, cooking shelters, fire rings, and vault toilets. The campground is also surrounded by an electric fence. Special regulations apply at Brooks Camp and in the campground.",58.5597862997,-155.777534811,60,Reservations for the current calendar year can be made beginning January 5 at 8 a.m. AKST (12:00 p.m. EST). Visit www.recreation.gov or call 1-877-444-6777 to make reservations. Reservations must be made in advance.,,This campground is open all year. The electric fence surrounding the campground is only maintained from June 1 to September 18. Potable water only available from June 1 to September 18. Fees are charged per person from May 1 to October 31.
Kenai Fjords,kefj,Exit Glacier Campground,"Exit Glacier has a 12-site, walk-in, tent-campground. Sites are available on a first-come, first-served basis. There are no reservations or camping fees. There is a fourteen-day stay limit. The campground frequently fills by early evening in July and August. A central food storage, cooking and dining shelter is provided. Cooking and/or storing food in campsites is prohibited. There is a pump for drinking water and pit toilets are available. Pets are not permitted in campsites.",60.1909682426,-149.618120248,12,"No reservations are required. Sites are available on a first come, first served basis.",,"There is one established campground located in the Exit Glacier area. It has 12 sites for tents, and is walk-in only. It is open year-round."
Kings Canyon,seki,Atwell Mill Campground,"The campground is situated along the East Fork of the Kaweah River. There are limited services at Silver City Resort, 1.7 miles (3 km) east of the campground. More services can be found in Three Rivers, 23 miles (37 km) west of Atwell Mill Campground (approximately 1.5 hours away).",36.46466811721671,-118.66967218821418,21,All sites are reservation only. Reservations for all campsites at Atwell Mill Campground can be made up to one month in advance of your stay.,,"Atwell Mill Campground usually opens in late May and closes in late October.

*Potable water is not always available in spring and fall."
Kings Canyon,seki,Azalea Campground,"Open year-round except when weather or safety conditions require a closure. Azalea reduces to only one winter loop with 20 sites on October 15 each year. All sites are reservation only except during the winter, when all open sites are first-come, first-served from November 1 until the Wednesday before Memorial Day. Reservations can be made up to four months in advance. Only twenty sites are open during winter months.",36.741334350936064,-118.96777677768745,110,"From November 1, 2023, to May 7, 2024, Azaela Campground has 20 sites open on a first-come, first-served basis. When sites are first-come, first-served, payment is done through the Recreation.gov mobile app. Please download the app before coming to the park (www.recreation.gov/mobile-app). Cellular service is very limited. As long as the app is installed prior to arrival, payment will work even when a device does not have internet connection. For those same 20 sites, reservations begin on January 8, 2024, on a four-month basis, for a summer opening date of May 8, 2024. 90 sites open on May 22, 2024, with reservations beginning on January 22, 2024, on a four-month rolling basis.",,"Azalea campground is open year-round. In winter, only the main loop remains open, with capacity reduced to 20 sites on a first-come, first-served basis."
Kings Canyon,seki,Buckeye Flat Campground,"Closed through the 2024 season for necessary repairs from extensive damage from winter storms during the 2022-2023 winter. All sites are reservation only. Campers can hear the rushing Middle Fork of the Kaweah River from most sites. Due to high temperatures and dry conditions, fire restrictions are often in effect here. The Paradise Creek Trail departs from the campground, and the Middle Fork Trail is located nearby.",36.5224330236,-118.764106493,27,All sites are reservation only. Reservations for all campsites at Buckeye Flat Campground can be made up to one month in advance of your stay. Buckeye Flat Campground is closed for the 2024 season due to ongoing repairs.,,"Buckeye Flat Campground is generally open from late March to late September, depending on weather conditions. Gates open or close at noon on campground opening and closing dates."
Kings Canyon,seki,Canyon View Group Campground,"Not currently taking reservations for summer 2024, due to winter storm damage. Typically opens end of May with reservations beginning end of January, on a four-month rolling basis. Canyon View campground is located on Highway 180, 0.25 miles (400 m) from Cedar Grove Village. This group-only campground is on the floor of the canyon along the South Fork of the Kings River. It was named for its excellent views of Kings Canyon's granite cliffs. This campground is for medium and large groups.",36.787192938,-118.665449308,16,"Due to ongoing road repairs, there is no determined opening date for this campground. All sites are reservation only. Reservations for group campsites at Canyon View Campground will open on a four-month rolling basis.",,Canyon View Campground usually opens in mid June and closes in late September.
Kings Canyon,seki,Cold Springs Campground,"All sites are reservation only. 𝗢𝗽𝗲𝗻𝗶𝗻𝗴 𝗗𝗮𝘁𝗲: Cold Springs Campground will not open in 2024, due to a high volume of hazard trees. Nestled among aspen trees and conifers, the campground is located near the Mineral King Ranger Station, 26 miles (42 km) - 1.5 hour drive time - from the Highway 198 junction in Three Rivers. There are limited services at Silver City Resort, 2.5 miles (4 km) west of the campground.",36.4513019617,-118.61241063,40,"Due to ongoing road repairs, there is no determined opening date for this campground. All sites are reservation only. Reservations for all campsites at Cold Springs Campground can be made up to one month in advance of your stay.",,Cold Springs Campground usually opens in late May and closes in late October. Gates open or close at noon on the campground opening and closing dates. *Potable water is not always available in spring and fall.
Kings Canyon,seki,Crystal Springs Campground,"Crystal Springs Regular Campsites close for the season on Sept. 11. All sites are reservation only. Individual site reservations are made on a two-days-in-advance rolling basis. Opening Date: Usually the second Wednesday in May (subject to change) Crystal Springs campground is located 4 miles (6 km) from Kings Canyon Park entrance in the Grant Grove area. The campground is situated under open stands of evergreen trees at an elevation of 6,500 feet (1,980 m). Services can be found in Grant Grove Village.",36.7453277429,-118.962958134,35,"All sites are reservation only. Reservations for all individual campsites at Crystal Springs Campground can be made up to two days in advance of your stay. Reservations open for the season on May 20, 2024, two days in advance of the campground opening date of May 22, 2024.",,"This campground usually opens in late May and closes in late September, weather dependent. Gates open or close at noon on campground opening and closing dates."
Kings Canyon,seki,Crystal Springs Campground Group Sites,"Crystal Springs Group Sites close for the season on September 4th. All group sites are reservation only. Group site reservations are on a four-month rolling basis. Opening Date: Usually the second Wednesday in May (subject to change) Crystal Springs campground is located 4 miles (6 km) from Kings Canyon Park entrance in the Grant Grove area. The campground is situated under open stands of evergreen trees at an elevation of 6,500 feet (1,980 m). Services can be found in Grant Grove Village.",36.7453277429,-118.962958134,14,"All group sites are reservation only. Reservations for all group campsites at Crystal Springs Campground can be made up to four months in advance of your stay. Reservations open for the season on January 22, 2024, four months in advance of the campground opening date of May 22, 2024.",,"This campground usually opens in late May and closes in late September, weather dependent. Group sites may be available later into September. Gates open or close at noon on campground opening and closing dates."
Kings Canyon,seki,Dorst Creek Campground,"Not currently taking reservations for summer 2024, due to recovery from past winter storm damage. All sites are reservation only. Ten miles (16 km) from the Giant Forest, this campground rests under open stands of evergreen trees at an elevation of 6,800 feet (2,073 m). This centrally located campground is ideal for those exploring both parks. The trail to the Muir Grove of giant sequoias begins here.",36.636171213229,-118.80850264793725,222,"Due to storm damage, Dorst Creek Campground does not have determined dates for Summer 2024 opening. All sites are reservation only. Reservations for individual campsites at Dorst Creek Campground can be made up to one month in advance of your stay. Group site reservations at Dorst Creek Campground can be made up to four months in advance of your stay.",,Dorst Creek Campground usually opens in mid-June and closes on Labor Day weekend.
Kings Canyon,seki,Lodgepole Campground,"All sites are reservation only. Reservations are on a four-month rolling basis. Season Opening Date: Typically the Wednesday before Memorial Day. This large campground is on the Marble Fork of the Kaweah River within easy walking distance of Lodgepole Village. At an elevation of 6,700 ft (2,042 m), the campground can be snowy in spring and fall. Lodgepole Village offers a visitor center, market, shower, and laundry facilities. In summer, ride the free Sequoia Shuttle. Many nearby trails are located here.",36.6057726324,-118.726883043,214,"All sites are reservation only. Reservations for campsites at Lodgepole Campground will open on a four-month rolling basis. Reservations open for the season on January 22, 2024, four months in advance of the campground opening date of May 22, 2024.",,"Lodgepole Campground usually opens the Wednesday before Memorial Day.  Winter closure occurs in phases. The Upper Loop closes in late September, Loops A and C log bridge sites close in mid-October, and Loops B and D close in early December."
Kings Canyon,seki,Moraine Campground,"Not currently taking reservations for summer 2024, due to winter storm damage. Typically opens end of May with reservations beginning end of April, on a one-month rolling basis. Just 0.75 miles (1.2 km) from Cedar Grove Village, Moraine Campground rests in the heart of King Canyon. It is located along the South Fork of the Kings River under stands of evergreen trees at an elevation of 4,600 feet (1,400 m). Visit Cedar Grove Village for services such as showers and food.",36.7852162635,-118.661056803,121,"Due to ongoing road repairs, there is no determined opening date for this campground. All sites are reservation only. Reservations for all campsites at Moraine Campground can be made up to one month in advance of your stay.",,Moraine Campground usually opens in late May and closes in early September. Moraine Campground is currently closed until July 4th weekend.
Kings Canyon,seki,Potwisha Campground,"Except when weather or safety conditions require a closure, Potwisha Campground is open year-round with a four-month advance booking window. The campground sits at 2,100 ft (640 m) elevation along the Middle Fork of the Kaweah River under an open stand of oaks. Hot and dry weather in the foothills often require fire restrictions in the summer. In the winter, the campground is usually snow-free.",36.5165078379,-118.800835365,42,All sites are reservation only at this year-round campground. Reservations for campsites at Potwisha Campground are on a four-month rolling basis.,,Potwisha Campground is open year-round.  Reservations are required for all campsites.
Kings Canyon,seki,Sentinel Campground,"Sentinel Campground closes for the season on October 28th. This campground is located on Highway 180, is next to Cedar Grove Visitor Center, and is 0.25 miles (400 m) from Cedar Grove Village. The campground is situated in the canyon along the South Fork of the Kings River under open stands of evergreen trees. Services at Cedar Grove Village include food and showers.",36.7903277232,-118.672036191,82,"All sites are reservation only. Reservations for campsites at Sentinel Campground will open sometime after Caltrans completes repairs and reopens Highway 180, which is expected sometime in June 2024. Reservations will be on a four-month rolling basis once an opening date is known.",,Sentinel Campground usually opens in late April and closes in late October.
Kings Canyon,seki,Sheep Creek Campground,"Not currently taking reservations for summer 2024, due to winter storm damage. Typically opens end of May with reservations beginning end of April, on a one-month rolling basis. Sheep Creek Campground is located on Highway 180, 0.25 miles (400 m) from Cedar Grove Village. The campground is situated on the floor of the canyon beside the confluence of the South Fork of the Kings River and Sheep Creek. Services can be found in Cedar Grove Village.",36.792137062471234,-118.68059669181162,111,"All sites are reservation only. Reservations for all campsites at Sheep Creek Campground can be made up to one month in advance of your stay. Due to ongoing road repairs, there is no determined opening date for this campground.",,Sheep Creek Campground usually opens in late May and closes in early September. CAMPGROUNDS OPEN AT NOON ON OPENING DAY AND CLOSE AT NOON ON CLOSING DAY.
Kings Canyon,seki,South Fork Campground,"South Fork Campground and its access road were heavily and extensively damaged by floods and landslides from winter storms. The campground is closed until further notice. This small, primitive campground is in a remote area of the foothills on the South Fork of the Kaweah River, away from main park highways and features. The dirt road to this area is completely impassable to vehicles due to extensive damage from winter storms. There is no potable water here. Trailers and RVs are not permitted.",36.3499844271,-118.765469824,10,"No reservations are available for this campground. All sites are first-come, first-served.",,"Closed until further notice due to extensive damage from flooding and landslides during strong winter storms. When open, the campground is open year-round. No potable water available."
Kings Canyon,seki,Sunset Campground,Sunset Campground closes for the season on September 4th. All sites are reservation only. Individual site reservations are on a one-month rolling basis. Group site reservations are on a four-month rolling basis. Sunset Campground is located 3 miles (5 km) from Kings Canyon Park entrance. It is located near Grant Grove Village in an open stand of evergreens. Services can be found in Grant Grove Village. A park amphitheater is located here and occasionally offers park programs.,36.7373684356,-118.96518029,158,"All sites are reservation only. Reservations for individual campsites at Sunset Campground can be made up to one month in advance of your stay. Reservations open for the season on May 8, 2024, two weeks in advance of the campground opening date of May 22, 2024. Reservations for group campsites at Sunset Campground will open on a four-month rolling basis. Reservations open for the season on May 8. 2024, two weeks in advance of the campground opening date of May 22, 2024.",,"Sunset Campground is generally open from late May through the week following Labor Day, depending on weather conditions."
Lake Clark,lacl,NPS Priest Rock Public Use Cabin,"The Priest Rock Cabin sits on the north shore of Lake Clark, approximately eight miles north of Port Alsworth. The cabin is perched above a small creek that runs into the lake. It commands a sublime view of Lake Clark's upper reaches, backed by mountains rising to 6,000 feet. It's an ideal place for kayaking, boating, fishing and wildlife viewing.",60.3093333056,154.177,0,,,"The NPS Priest Rock Public Use Cabin is open yearly:
– In spring through fall, when there is no ice present on Lake Clark.
– In winter, when the ice on Lake Clark can support travel. 

If there is ice on Lake Clark that is unsafe for travel, the cabin will be closed. If there us ice on the water in spring, the cabin will remain closed until the lake can support boats and air taxis."
Lassen Volcanic,lavo,Backcountry Camping in Lassen's Wilderness,"Overnight trips are allowed in the park’s backcountry year-round. There are no designated or official campsites, and no amenities like tent pads or picnic tables. There are areas closed to camping (see regulations for details). A wilderness permit is required for all overnight stays in the park outside of established campgrounds. Permits may only be obtained prior to your visit online at recreation.gov. In winter, backcountry camping is allowed on /near the main park road when it is closed due to snow.",40.49957255667685,-121.34628236813802,0,"A Wilderness Permit is required to stay overnight in the backcountry. There is no limit to the number of permits available each day or for each camping zone location. Wilderness Permits may only be obtained online via recreation.gov. Wilderness permit requests are not accepted by mail, email, or in-person. Please only reserve one permit per trip. Group size is limited to 10 persons maximum. Wilderness permit fees are calculated per person, not per night. Once you complete your purchase on Recreation.gov, you will receive an email including your permit. You must have a copy of this permit, either saved digitally or printed, on your person during your trip. You do not need to check in or out with park staff before or after your trip but be prepared to present your backcountry permit to a ranger upon request.",,"Backcountry camping is allowed year-round. Access to much of Lassen's wilderness areas is limited when the park has deep snow, approximately November to May. When the main park road is closed, backcountry camping is allowed on or near the park road."
Lassen Volcanic,lavo,Butte Lake Campground,"Butte Lake Campground is located in the NE corner of Lassen Volcanic National Park. The campground is a 45-minute drive from the Northwest Entrance and Manzanita Lake Area and is accessed via the 6-mile-long Butte Lake Road south of highway 44. This remote campground offers few amenities, but numerous recreation opportunities. Enjoy a hike up Cinder Cone or a paddle along Butte Lake's lava rock shores. Reservations are required.",40.5648011558,-121.305764293,101,"Reservations are required for all sites at Butte Lake Campground for the entire operating season. Reservations may be made a maximum of 6 months up to the time of arrival. It is best to reserve ahead of your arrival. Connection is limited to non-existent in the park. Park staff or campground hosts do not handle reservations. Between 9/3-10/14 only Loop B is open, and water is shut off for the season (no drinking water or flush toilets).",,"Buttle Lake Campground (including group sites) is fully open through 9/2/2024.
Loop B (including group sites) is open to dry camping (no drinking water or flush toilets) 9/3/2024 - 10/14/2024.

Summer opening dates vary based on spring snow clearing operations on the park road."
Lassen Volcanic,lavo,Juniper Lake Campground,"The Juniper Lake Campground is located on the east shore of Juniper Lake via a 13-mile paved/gravel road. All single campsites are first-come, first-served only. Reservations are required for the two group sites and one stock corral. Drinking water is not available.",40.4496486565,-121.296461606,18,"All single sites are first-come, first-served only. Group sites and the stock corral are reservation-only.",,Juniper Lake Campground is currently closed for Dixie Fire repairs. There is no opening date yet.
Lassen Volcanic,lavo,Lost Creek Group Campground,"Lost Creek Group Campground contains only group campsites. All sites are reservation-only. The campground is located five miles south of Manzanita Lake on the park highway. The campground offers easy access to Manzanita Lake, Devastated, and Summit Lake Areas.",40.561841143,-121.517718845,8,Reservations required for all sites.,,"Lost Creek Group Campground is open 6/14/2024 - 9/16/2024.
Summer opening dates vary based on spring snow clearing operations on the park road."
Lassen Volcanic,lavo,Manzanita Lake Campground,"Manzanita Lake Campground is located one mile east of the Manzanita Lake Entrance and is the largest campground in the park. This popular campground is ideal for families, RVs, and trailers. Located adjacent to Manzanita Lake, campers can enjoy swimming, fishing, kayaking, and hiking. This campground is open the longest except for the year-round Southwest Walk-in Campground. The campground includes rustic camping cabins and group campsites, both of which are available by reservation only.",40.5278515682,-121.56318659,179,"Reservations are required for all sites in the 2024 season. Reservations can be made up to the day of arrival. It is best to reserve prior to arriving at the park due to limited connectivity. Reservations can be made 6 months in advance up to the day of arrival. Park staff does not handle reservations. Camping fee is reduced $15 when water is turned off, typically in mid-October.",,"Manzanita Lake Campground is fully open through 10/7/2024.
Loops A and B are open for dry camping (no drinking water or flush toilets) from 10/8/2024 to 11/12/2024.

Summer opening dates vary based on spring snow clearing operations on the park road."
Lassen Volcanic,lavo,Southwest Parking Area Self-Contained Camping,"Overnight stays in self-contained vehicles are allowed in the part of the Kohm Yah-mah-nee Visitor Center parking lot, often called the Southwest Parking Area. This area is open year-round, even when the Southwest Walk-in campground or the visitor center is closed. Tents are not allowed in this parking area. There is a per-night, per-spot camping fee to stay overnight.",40.436745829700115,-121.53313191410103,20,Spaces are not reservable. Please self-register at the southwest entrance station upon arrival.,,"Overnight stays are allowed year-round in this part of the Kohm Yah-mah-nee Visitor Center parking lot, even if/when the Southwest Walk-in Campground and/or visitor center are closed. Service availability may vary by season and visitor center hours."
Lassen Volcanic,lavo,Southwest Walk-In Campground,"The Southwest Walk-in Campground is located on the east side of the Kohm Yah-mah-nee Visitor Center parking area. A short walk along a paved walkway provides easy access to each site. When snow is on the ground (approximately Nov-May), the location of the Southwest Campground changes to an over-the-snow area south of the Kohm Yah-mah-nee Visitor Center parking area. Winter camping registration is located at the fee booth located south of the parking area.",40.43660042139812,-121.53264095255349,21,"Southwest Walk-in campsites are first-come, first-served only.",,The Southwest Walk-in Campground is closed due to Dixie Fire repairs. There is no opening date yet.
Lassen Volcanic,lavo,Summit Lake North Campground,"Summit Lake North Campground is located on the north side of Summit Lake at about the middle point of the 30-mile park highway. The campground includes loop A and B. Additional campsites are located in three loops on the south side of the lake in Summit Lake South Campground. A picnic area is located on the shore and features a swimming area, picnic tables, and day use parking.",40.4946207961,-121.424949424,46,"Reservations are required for all sites in the 2024 season. Reservations can be made up to 6 months in advance of arrival date up to the day of arrival. It is best to reserve ahead of arrival, as there is limited to no connectivity in the park. Sites cannot be claimed without a reservation.",,"Summit Lake North Campground is fully open 6/28/2024 through 9/9/2024.
Summer opening dates vary based on spring snow clearing operations on the park road."
Lassen Volcanic,lavo,Summit Lake South Campground,"Summit Lake South Campground is located on the south side of Summit Lake at about the middle point of the 30-mile park highway. The campground contains loops C, D, and E (tents only). Additional campsites are located in two loops on the north side of the lake in Summit Lake North Campground.",40.4904121918,-121.424648256,49,"The campground is open 6/28/2024 - 9/23/2024. All sites are by reservation only throughout the duration of the operating season. Sites that are reservation only cannot be claimed without a reservation. Reservations can be made up to 6 months in advance up to the day of arrival. It is best to reserve ahead of arrival, as there is limited to no connectivity in the park.",,"Summit Lake South Campground is fully open 7/6/2024 - 9/9/2024.
Campground is open to dry camping (no drinking water or flush toilets) 9/10/2024 - 9/23/2024.
Summer opening dates vary based on spring snow clearing operations on the park road."
Lassen Volcanic,lavo,Warner Valley Campground,The campground is located one mile north of Warner Valley Ranger Station via a gravel road and 17 miles north of Chester. Not recommended for trailers. Numerous trailheads are located nearby.,40.4428300457,-121.394565261,17,"Eight sites may be reserved via www.recreation.gov. The remaining nine sites are first come, first served.",,Warner Valley Campground remains closed due to effects of the Dixie Fire. There is no opening date yet.
Mammoth Cave,maca,Houchin Ferry Campground,"The Houchin Ferry Campground lies next to the Green River at the former location of the Houchin Ferry. This campground is operated year-round and is located 15 miles from the Visitor Center and two miles east of Brownsville, KY. For campers who like it simple, these 12 tent-only campsites afford a quiet visit with drive-up access.",37.2016901003,-86.2377215004,12,Campsites are through reservations only.,,Open Year-Round
Mammoth Cave,maca,Mammoth Cave Campground,"The Mammoth Cave Campground is ideal for visitors seeking an authentic national park experience while still having easy access to amenities, cave tours, and other park activities. This developed campground is located within ¼ mile from the visitor center and contains 111 primitive campsites with a mixture of tent only sites, group sites, tent or RV sites, and accessible sites. Rangers on duty in the campground kiosk are happy to provide information to make your stay a special adventure. Loop D Closed",37.1821894001021,-86.09704310001325,111,Reservations are available from March 1 - November 30. Loop D will be closed this year.,,Campground Hours
Mammoth Cave,maca,Maple Springs Group Campground,"Maple Springs Group Campground lies on the park's north side, six miles from the visitor center and three miles north of Green River Ferry. This campground offers more secluded sites ideal for larger groups of campers and their horse companions. All sites have electric and water hookups for RVs. This campground is a natural launching-point for forays along the more than 70 miles of backcountry trails in Mammoth Cave National Park.",37.204205,-86.136092,7,All sites in this campground may be reserved from March 1 - November 30.,,Open Season
Mesa Verde,meve,Morefield Campground,"Morefield Campground is four miles from the park entrance. The 267 campsites are situated within a high-elevation, grassy canyon filled with Gambel oak, native flowers, deer, and wild turkeys. Each site has a picnic table, gravel tent pad, and fire pit/BBQ grill. A camp store offers registration, food, and camp supplies. Firewood, gasoline, showers, a coin-operated laundromat, and a kennel are located nearby. The campground is managed by park concessioner Aramark and is open between spring and fall.",37.30149927400033,-108.41791247387664,267,"Morefield Campground is managed by park concessionaire, Aramark. Reservations are accepted but not required. Reservations are highly recommended for one of the 15, RV full hook-up sites. Reservations can be made online at www.visitmesaverde.com, by calling 1-800-449-2288, or at the Morefield Campground Store.",,"Off-season limited camping on Zuni Loop is open April 11 through April 25, .  A dump station is not available but  two comfort stations are open.  Camping fee is $20.00—for holders of the Senior Pass and or the Access Pass is $10.00 per night. Fee collection box is located near Comfort Station 109.

Morefield Campground, just four miles from the park entrance has 267 sites. Each site has a table, bench, and grill. Camping is open to tents, trailers, and RVs, including 15 full-hookup RV sites."
Mount Rainier,mora,Cougar Rock Campground,"Cougar Rock Campground is located on the south side of the park, on the road between Longmire and Paradise. It is in a steep valley with the Nisqually River across the main road. Thick forest extends through the whole campground providing privacy for campsites. Access to the Wonderland trail is across the road with waterfalls a moderate hike away. Less than 15 minutes of driving can take you to the trails and facilities at Longmire or Paradise.",46.767606803,-121.792370845,179,"Reservations can be made online or by telephone 1-877-444-6777. Cougar Rock campsites tend to open in mid to late May as weather allows. From opening until the end of June, all open sites are first-come, first-serve. Reservations are accepted up to 6 months in advance.",,"Cougar Rock is only open for camping during the summer season which runs from late May to early October. Opening and closing dates vary depending on the highly variable mountain weather and snow conditions. The number of sites available in the early season can also be affected by this. During the summer season, campground is open 24 hours a day with a noon checkout time."
Mount Rainier,mora,Ohanapecosh Campground,"NOTE: The Ohanapecosh Campground will be CLOSED for the summer of 2025 as part of the Ohanapecosh Campground rehabilitation project. Ohanapecosh Campground is tucked in the forest along the banks of the Ohanapecosh River at an elevation of 1,914 feet. It is located in the southeast corner of the park along State Route 123. Trails that begin at the campground lead to Silver Falls and the Grove of the Patriarchs. Stop by the Ohanapecosh Visitor Center for information and exhibits.",46.73599667059602,-121.56684815883636,179,"Reservations can be made online or by telephone 1-877-444-6777. Ohanapecosh campsites tend to open in mid to late May as weather allows. From opening until the end of June, all open sites are first-come, first-serve. For summer dates June 23, 2016, through early September reservations can be made up to 6 months in advance. Reservations are highly recommended as this campground is very popular.",,"NOTE: The Ohanapecosh Campground will be CLOSED for the summer of 2025 as part of the Ohanapecosh Campground rehabilitation project. Closed during the winter, the campground tends to open from late May to early October. Opening and closing dates can be affected by highly variable mountain weather and snow conditions. The number of sites available in the early season can also be affected by this. Open 24 hours a day during the summer, check-out time is at noon."
Mount Rainier,mora,White River Campground,"Located on the eastern side of the park below Sunrise, White River campground takes its name from the river flowing beside it. Tucked into a steep canyon, curves can be tight. When open for the summer, it is always first-come, first-serve. The Wonderland trail runs through the campground on its way up to Sunrise or Summerland.",46.9024098268,-121.64181485,88,"When open for the summer, all sites are first-come, first-serve. The campground does not take reservations.",,"Only open and accessible in the summer, White River is open late June to early September depending on weather and snow conditions. Situated in a forest along the White River, the campground has good privacy. No public showers are available in the park. During the summer, check-out time is at noon."
New River Gorge,neri,Army Camp,"This campground offers both tent and RV campsites along the banks of the New River at one of its many horseshoe bends. There are 11 drive-in sites for RVs, campers, and tents. Only small (less than 25 feet) and medium (22 - 31.5 feet) RVs or campers are recommended. Large RVs or campers are not recommended. Some sites offer partial shade; others are located in the open with no shade. Camp only at designated sites. RV, camper, or car camping in non-designated sites is strictly prohibited.",37.8581448077,-81.0990251084,11,"All sites are managed on a first-come, first-served basis and reservations are not accepted.",,Campsites at Army Camp are open year round.
New River Gorge,neri,Brooklyn Campground,"This tent only campground is located on the banks of the New River near the Cunard River Access point and Southside Trailhead. It offers 4 walk-in tents sites and 1 tent-only drive-in site. There are no drive-in sites for RVs or campers at this location. RV, camper, or car camping is prohibited.",37.984096,-81.027881,5,"All sites are managed on a first-come, first-served basis and reservations are not accepted.",,Brooklyn Campground is open year round.
New River Gorge,neri,Burnwood Group Campsite,"Burnwood is located across Route 19 from Canyon Rim Visitor Center and offers group camping. This site is only for groups of 8 or more people and requires a Special Use Permit. For a permit for the group campsites, contact the permits office at 304-465-6517. Permits require a minimum of 10 business days after the application has been received.",38.073636,-81.077535,1,To reserve the group campsite at Burnwood call (304) 465-6517. This site is only available for groups of 8 or more.,,Burnwood is open year round.
New River Gorge,neri,Glade Creek Campground,"This forested campground offers both tent and RV sites near the banks of the New River and the Glade Creek Trailhead. There are 6 walk-in tents sites and 5 drive-in sites for tents, RVs, or campers. There is 1 accessible site. Only small (less than 25 feet) and medium (22 - 31.5 feet) RVs or campers are recommended. Camp only at designated sites. RV, camper, or car camping in non-designated sites, walk-in sites, or any parking area is strictly prohibited.",37.8284113144,-81.0129853275,11,"All sites are managed on a first-come, first-served basis and reservations are not accepted",,Glade Creek Campground is open year round.
New River Gorge,neri,Grandview Sandbar,"This campground offers shaded wooded campsites near the banks of the New River. There are 10 wooded drive-in sites for RVs, campers, car camping, and tents; 6 walk-in tents sites; and 2 accessible sites by the river. Only small (less than 25 feet) and medium (22 - 31.5 feet) RVs are recommended due to the tight access road. Camp only at designated sites. RV, camper, or car camping in non-designated sites, walk-in sites, or any parking area is strictly prohibited.",37.85653168961612,-81.05256733791589,16,"All sites are managed on a first-come, first-served basis and reservations are not accepted.",,Grandview Sandbar Campground is open year round.
New River Gorge,neri,Meadow Creek Campground,"This tent-only primitive campground located along the New River is only one mile from the Sandstone Visitor Center. It offers 17 tent sites in an open field. There are no drive-in sites at this campground. The railroad crossing is dangerous for RVs and trailers. RV, trailer, or car camping is prohibited. Campers should expect to hear some noise such as train horns. There is a group site for groups of 8 or more available by permit - contact the permits office at 304-465-6517.",37.79789071761994,-80.92104624026769,26,Reservations are not required except for the group site (for groups of 8 or more). Group site can be reserved by calling 304-465-6517. Sites are first come-first serve.,,This campground is generally open year round. Sites are first-come first-serve and do not require reservations.
New River Gorge,neri,Stone Cliff,"This tent only campground located near the historic railroad town of Thurmond offers 7 walk-in sites, 5 on the sandy beach of the New River and 2 in the nearby forest. There are no drive-in sites at this location. RV, camper, or car camping is prohibited. The Stone Cliff Trailhead also starts at the campground.",37.9330447006,-81.0629900702,7,"All sites are managed on a first-come, first-served basis and reservations are not accepted.",,Stone Cliff Campground is open year round.
New River Gorge,neri,Thayer Campground,"This tent only campground is located near the community of Thayer along the banks of the New River. It has 4 walk-in sites. There are no drive-in sites at this location. RV, camper, or car camping is prohibited. Alcohol is prohibited at this campground.",37.9017293374,-81.0330177763,4,"All sites are managed on a first-come, first-served basis and reservations are not accepted.",,Thayer Campground is open year round.
New River Gorge,neri,War Ridge/Backus Mountain Campground,"This is the only campground in the park that is not along the river. It is located on a ridgetop near Backus Mountain. There are 8 drive-in sites for tents, RVs, or campers. Only small (less than 25 feet) RVs or campers are recommended. Camp only at designated sites. RV, camper, or car camping in non-designated sites or any parking area is strictly prohibited.",37.8452605862,-80.9851820338,8,"All sites are managed on a first-come, first-served basis and reservations are not accepted.",,War Ridge Campground is open year round.
