wiki_name,parkCode,name,lat,lon,description,directionsInfo,directionsUrl,url,monday,tuesday,wednesday,thursday,friday,saturday,sunday
Great Sand Dunes,grsa,Great Sand Dunes Visitor Center,37.733207337419934,-105.51212883205153,"The visitor center offers restrooms, a water fill station, interactive exhibits, and a 20-minute video about the park. Park rangers are available to answer questions and help you plan your time.","From CO Highway 160: Between the towns of Alamosa, CO, and Blanca, CO, there will be large brown signs marking the turn off to the park. Turn north on CO State Highway 150. Drive straight (north) for 15 miles to the entrance of the park. From CO Highway 17: Near the town of Mosca, CO, turn onto County Road Lane 6N. At the end of the road, turn left (north) onto CO State Highway 150. This highway will take you into the national park.",https://www.nps.gov/grsa/planyourvisit/directions.htm,https://www.nps.gov/grsa/planyourvisit/visitor-center.htm,9:00AM - 4:30PM,9:00AM - 4:30PM,9:00AM - 4:30PM,9:00AM - 4:30PM,9:00AM - 4:30PM,9:00AM - 4:30PM,9:00AM - 4:30PM
Great Smoky Mountains,grsm,Cades Cove Visitor Center,35.5849678472,-83.8430866741,"Roughly half-way through the Cades Cove Loop Road, pause to speak with park staff and visit various exhibits. Learn about Southern Mountain life and culture, and see a gristmill (operates spring through fall), the Becky Cable house, and other historic structures. Enjoy seasonal ranger-led activities and peruse the park bookstore and shop. Public restrooms available.",Located halfway around the Cades Cove Loop Road.,,,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM
Great Smoky Mountains,grsm,Kuwohi Visitor Center,35.55744395735922,-83.4960401058197,Kuwohi (formerly Clingmans Dome) is the tallest peak in the Smokies. Enjoy sweeping views of the Smokies—weather permitting—and get your park questions answered. Peruse a small bookstore and shop. Public restrooms are available.,"Located at the end of Clingmans Dome Road, seven miles from Newfound Gap Road.",,https://www.nps.gov/grsm/planyourvisit/visitorcenters.htm#CP_JUMP_899351,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 6:00PM
Great Smoky Mountains,grsm,Oconaluftee Visitor Center,35.5127186465,-83.3062400727,"Near Cherokee, North Carolina, the Oconaluftee Visitor Center is an ideal starting point as you enter the park's South District. Explore cultural history exhibits. Enjoy ranger-led programs conducted seasonally. Peruse the park bookstore and shop. Find public restrooms and drink vending machines. The adjacent Mountain Farm Museum contains a collection of log structures including a farmhouse, barn, smokehouse, applehouse, corn crib and others.","Located on Newfound Gap Road (US-441) two miles north of Cherokee, NC",,https://www.nps.gov/grsm/planyourvisit/visitorcenters.htm#CP_JUMP_897119,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM
Great Smoky Mountains,grsm,Sugarlands Visitor Center,35.685629346,-83.536602473,"Near Gatlinburg, TN, Sugarlands Visitor Center is an excellent starting point as you enter the park's North District. Learn about the park's plants and animals with natural history exhibits. Enjoy ranger-led programs conducted seasonally. Peruse the park bookstore and shop. Access public restrooms and drink vending machines. The Backcountry Permit Office is here, too.","Located on Newfound Gap Road (US-441) two miles south of Gatlinburg, TN.",http://www.nps.gov/grsm/planyourvisit/directions.htm,https://www.nps.gov/grsm/planyourvisit/visitorcenters.htm,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM
Guadalupe Mountains,gumo,Dog Canyon Ranger Station,31.9963104986,-104.833418073,Visitors can pick up brochures and maps from the Dog Canyon Ranger Station when staff or volunteers are available. The Dog Canyon Ranger Station is open intermittently depending on staff availability. If staff and volunteers are present they may be patrolling trails or the campground and not necessarily inside the station.,"Coming from Texas: Traveling north on Highway 62/180 you will cross the state line into New Mexico. About 27 miles after crossing the state line, you will come up on the junction of Dark Canyon Rd-408. Turning in to Dark Canyon Rd-408 N follow the road for 22 miles to the junction of NM-137 N. At the junction, turn into NM-137 N and follow for 35 miles to the entrance of Dog Canyon.",,,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Guadalupe Mountains,gumo,McKittrick Canyon Visitor Center,31.977485,-104.752101,"Visit the contact station at the mouth of McKittrick Canyon (staffed during peak seasons in the spring and fall). Pick up a park brochure, and view the outside exhibits and video.","Guadalupe Mountains National Park is located in far West Texas on U.S. Highway 62/180. The driving distance is 110 miles east of El Paso, Texas, 56 miles southwest of Carlsbad, New Mexico or 62 miles north of Van Horn on Hwy 54. The McKittrick Canyon access road is seven miles north of the Pine Springs visitor center. The McKittrick Canyon visitor center is at the end of the McKittrick Canyon access road.",https://www.nps.gov/gumo/planyourvisit/directions.htm,,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Guadalupe Mountains,gumo,Pine Springs Visitor Center,31.8936224,-104.8220597,"Pine Springs Visitor Center is the park's main visitor center and headquarters. Visitors can pay entrance and camping fees, tour the museum, purchase items from the park store, pick up brochures and maps, and obtain overnight wilderness use permits here.","Following US Hwy 62/180, you will see signs along the highway pointing you to our center. The visitor center is on the north side of the highway.",,,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM
Haleakalā,hale,Haleakalā Visitor Center,20.7151168142,-156.249859217,"About a 30 minute drive from the Headquarters Visitor Center, the Haleakalā Visitor Center is perched on the edge of the impressive volcanic valley. Inside, park staff can answer questions at the information desk. Visitors can learn about the history of the mountain through various displays. There is also a Hawaiʻi Pacific Parks Association bookstore with souvenirs available for purchase. Restrooms are located nearby in a separate building and are open 24/7. Please check the alerts page for any closures.",Haleakalā Visitor Center is 10 miles (16 km) past the Headquarters Visitor Center on the main park road. The driving time between the two Visitor Centers is approximately 30 minutes.,,https://www.nps.gov/hale/planyourvisit/visitorcenters.htm,Sunrise - 12:00PM,Sunrise - 12:00PM,Sunrise - 12:00PM,Sunrise - 12:00PM,Sunrise - 12:00PM,Sunrise - 12:00PM,Sunrise - 12:00PM
Haleakalā,hale,Headquarters Visitor Center,20.7594764691,-156.246784345,"The Headquarters Visitor Center is 1 mile (1.6 km) past the Summit District entrance gate. Inside, park staff can answer questions at the information desk. A small exhibit hall features displays on the park's natural and cultural history. Restrooms are accessible from the outside and open 24/7. Please check park alerts for information on closures.","When entering the park, the Headquarters Visitor Center is on the right about 1 mile (1.6 km) after passing the Summit District entrance gate.",https://www.nps.gov/hale/planyourvisit/directions.htm,https://www.nps.gov/hale/learn/photosmultimedia/virtual-tours.htm,8:30AM - 4:30PM,8:30AM - 4:30PM,8:30AM - 4:30PM,8:30AM - 4:30PM,8:30AM - 4:30PM,8:30AM - 4:30PM,8:30AM - 4:30PM
Haleakalā,hale,Kīpahulu Visitor Center,20.6616606317,-156.044543068,"Located at the coastal Kīpahulu District. Information desk, exhibits on natural and cultural history, and a Hawaiʻi Pacific Parks Association bookstore inside. Restrooms are open 24 hours per day, 7 days per week, except when the park is closed during severe weather events. Please check park alerts for information on closures.",,,,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM
Hawaiʻi Volcanoes,havo,Kahuku Visitor Contact Station,19.06398378411887,-155.67799402289856,"Located at the Kahuku Unit of the park in the district of Kaʻū, the Kahuku Visitor Contact Station provides park information, assistance, and books and gifts available through Hawaiʻi Pacific Parks Association.","Kahuku is located in the district of Kaʻū, near mile-marker 70.5 on Highway 11, a one-hour drive from Kīlauea Visitor Center.",,,Closed,Closed,Closed,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM
Hawaiʻi Volcanoes,havo,Welcome Center,19.43278259961773,-155.27394085469956,"The Welcome Center is a great first stop when entering the park. Rangers and volunteers are on duty daily to provide visitors with the latest information on the current conditions, hiking information, things to do and the daily schedule of ranger-led activities. The Hawai‘i Pacific Parks Association operates a park store in the Welcome Center that sells books, posters and other educational materials. Proceeds benefit park programs.",The Welcome Center is a 1.25 mile drive beyond the park entrance station on the right. The building is located near the U.S. flag pole. Parking is available at the nearby ballfield.,,https://www.nps.gov/havo/planyourvisit/welcome-center.htm,9:00AM - 4:45PM,9:00AM - 4:45PM,9:00AM - 4:45PM,9:00AM - 4:45PM,9:00AM - 4:45PM,9:00AM - 4:45PM,9:00AM - 4:45PM
Hot Springs,hosp,Fordyce Bathhouse Visitor Center and Museum,34.51376970068978,-93.05341229988733,"Beginning March 4, 2025, the Fordyce Bathhouse Visitor Center and Museum is open five days a week, Thursday-Monday. Park rangers are available at the front desk from 9 am - 5 pm to assist with any questions and offer information.","The visitor center is located on Central Avenue, downtown Hot Springs Arkansas. Located off Central Avenue and right across from all of the shops downtown, the Visitor Center is on Bathhouse Row. The Fordyce Bathhouse sits between the Maurice Bathhouse and the Quapaw Bathhouse, right next to the stone pillars which mark our grand entrance.",https://www.nps.gov/hosp/planyourvisit/directions.htm,https://www.nps.gov/hosp/learn/historyculture/fordyce-bathhouse.htm,9:00AM - 5:00PM,Closed,Closed,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM
Indiana Dunes,indu,Indiana Dunes Visitor Center (Dorothy Buell Memorial Visitor Center),41.633223,-87.054323,"View lobby displays and pick up brochures about Porter County, Indiana, Dunes State Park, and Indiana Dunes National Park. Enjoy educational displays and watch two short orientation videos. Shop in the Eastern National bookstore. The visitor center is open everyday with the exception of Thanksgiving Day, Christmas Day, and New Year's Day.","The Indiana Dunes Visitor Center is located on Indiana State Road 49, between U.S. Highway 20 and Interstate 94 (1215 IN-49, Porter, IN 46304). GPS Coordinates: 41.633349, -87.053762 (Decimal Degrees).",http://www.nps.gov/indu/planyourvisit/directions.htm,http://www.nps.gov/indu/planyourvisit/idnlvc.htm,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM
Indiana Dunes,indu,Paul H. Douglas Center for Environmental Education,41.6064179999,-87.268310001,"The Paul H. Douglas Center for Environmental Education is your gateway to the stunning Paul H. Douglas Trail through Miller Woods. This facility connects you to the natural environment through educational hands-on exhibits, ranger-guided hikes, lectures, animals, crafts, and a Nature Play Zone. Summer hours are 9:00 am to 5:00 pm Central Time (Friday of Memorial Day weekend through Monday of Labor Day weekend). Winter hours are 9:00 am to 4:00 pm Central Time.","The Paul H. Douglas Center for Environmental Education is located in the western portion of the national park at 100 North Lake Street, about one mile north of U.S. Highway 20 in the Miller neighborhood of Gary (100 North Lake Street, Gary, IN 46304). GPS Coordinates: 41.606286, -87.267483 (Decimal Degrees).",http://www.nps.gov/indu/planyourvisit/deec.htm,http://www.nps.gov/indu/planyourvisit/deec.htm,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM
Isle Royale,isro,Houghton Visitor Center,47.122935730970674,-88.56367707252502,"The Houghton Visitor Center is located in Houghton, Michigan. It is the mainland headquarters for Isle Royale National Park. Trip planning assistance, Ranger III tickets and information, a park store, and viewing the park film are available.","The Visitor Center is located on the east end of Lakeshore Dr. in downtown Houghton, MI on the Keewenaw Waterway adjacent to the historic Dee Stadium. If traveling north on US41, turn right on Lakeshore Dr. just as you enter downtown Houghton on Shelden Avenue. The turn is adjacent to the Chamber of Commerce. If traveling north on M26, merge with US41 South. As you leave downtown use the left lane to briefly return to Shelden Ave and US41 North. Then take a right turn on Lakeshore Dr.",https://www.google.com/maps?q=Houghton%20Visitor%20Center&rlz=1C1GGRV_enUS752US752&um=1&ie=UTF-8&sa=X&ved=0ahUKEwji6OvmoNneAhWkzVkKHdebC70Q_AUIDigB,https://www.nps.gov/isro/planyourvisit/houghton.htm,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,10:00AM - 5:00PM,Closed
Isle Royale,isro,Rock Harbor Visitor Center,48.145944902483436,-88.4862631559372,"The Rock Harbor Visitor Center is located in Rock Harbor on the northeast end of Isle Royale National Park. It is only accessible by boat or seaplane. Permitting and fee payment, trip planning assistance, and a park store area available.","Rock Harbor is accessible by ferry, private boat, or seaplane. The Ranger III (Houghton, MI), Isle Royale Queen IV (Copper Harbor, MI), and Voyageur II (Grand Portage, MN) boat ferries have service to Rock Harbor. Isle Royale Seaplanes (Houghton, MI and Grand Marais, MN) also has service to Rock Harbor. The Rock Harbor Visitor Center is located at the end of the main passenger ferry dock beneath the breezeway.",https://www.nps.gov/isro/planyourvisit/transportation-services.htm,https://www.nps.gov/isro/planyourvisit/rock-harbor.htm,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM
Isle Royale,isro,Windigo Visitor Center,47.911804555916106,-89.15714263916016,"The Windigo Visitor Center is located in Windigo on the southwest end of Isle Royale National Park. It is only accessible by boat or seaplane. Permitting and fee payment, trip planning assistance, a park store, and exhibits are available.","Windigo is accessible by ferry, private boat, or seaplane. The Voyageur II (Grand Portage, MN) and Seahunter III (Grand Portage, MN) boat ferries have service to Windigo. Isle Royale Seaplanes (Houghton, MI) also has service to Windigo. The Windigo Visitor Center is located up a hill to the left of the main ferry dock. It is a brown building with a front porch.",https://www.nps.gov/isro/planyourvisit/ferry-transportation-services.htm,https://www.nps.gov/isro/planyourvisit/windigo.htm,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM
Joshua Tree,jotr,Black Rock Nature Center,34.0733588625,-116.39063817,"Located in the heart of the beautiful Black Rock Campground, the Nature Center offers a bookstore, art gallery, visitor resources, and a picnic area. Visitors can chat with a park ranger, shop at the bookstore, and observe exhibits in the art gallery. There is also a water-bottle filling station and a restroom with flush toilets. The Nature Center is open from 8:00-11:00am 12:00-4:00pm. It is closed from 11:00am - 12:00pm. Hours may vary depending on staff availability, especially in the summer.","From CA Hwy 62 (the Twentynine Palms Hwy), turn south onto Joshua Lane or Avalon Avenue. Continue for about 5 miles, following signs to Black Rock.",,http://www.nps.gov/jotr/planyourvisit/visitorcenters.htm,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM
Joshua Tree,jotr,Cottonwood Visitor Center,33.7485107554,-115.824081943,"Located on Pinto Basin Road, approximately 7 miles north of Interstate 10 (exit 168), the Cottonwood Visitor Center is a convenient stop for those entering and exiting the park from the south. It has educational exhibits, a bookstore, visitor resources, and restroom facilities. You can grab a park map, buy an entrance pass, fill up your water bottle, and chat with a park ranger to get all your questions answered. The flush toilets are currently out of service.","From I-10, take exit 168 for the Cottonwood Springs Rd. Enter Joshua Tree National Park at the South Entrance. Continue Cottonwood Springs Rd. for about 6 miles. Cottonwood Visitor Center will be on your right.",,http://www.nps.gov/jotr/planyourvisit/visitorcenters.htm,8:30AM - 4:00PM,8:30AM - 4:00PM,8:30AM - 4:00PM,8:30AM - 4:00PM,8:30AM - 4:00PM,8:30AM - 4:00PM,8:30AM - 4:00PM
Joshua Tree,jotr,Joshua Tree National Park Visitor Center,34.13488358033109,-116.05708122253418,"The Joshua Tree National Park Visitor Center is located in downtown Twentynine Palms and features educational exhibits, a bookstore and giftshop, and visitor information.","Heading east on Hwy 62 into the town of Twentynine Palms: Turn right onto Freedom Way, which may show up on your map as Yucca Ave. If you reach National Park Drive, you have gone too far. Heading west on Hwy 62 into the town of Twentynine Palms: Turn left onto Freedom Way (aka Yucca Ave). If you reach Tamarisk Ave you have gone too far. The Joshua Tree National Park Visitor Center is located next to Freedom Plaza, less than a block off of Hwy 62",,,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM
Joshua Tree,jotr,Joshua Tree Visitor Center,34.13387197423593,-116.31545986179077,"Located in downtown Joshua Tree just five miles from the West Entrance, the Joshua Tree Visitor Center offers educational exhibits, a bookstore, and visitor resources. Grab a park map, buy an entrance pass, and chat with a park ranger to get all your questions answered before heading into the park! The parking lot at the visitor center has 2 standard accessible spaces and 40 other spaces. The restrooms have grab bars available in all larger stalls intended for wheelchair users and running water.","From CA Hwy 62 (the Twentynine Palms Highway) in downtown Joshua Tree, turn south onto Park Blvd. The Joshua Tree Visitor Center will be on your right.",,http://www.nps.gov/jotr/planyourvisit/visitorcenters.htm,7:30AM - 5:00PM,7:30AM - 5:00PM,7:30AM - 5:00PM,7:30AM - 5:00PM,7:30AM - 5:00PM,7:30AM - 5:00PM,7:30AM - 5:00PM
Katmai,katm,Brooks Camp Visitor Center,58.5561368671,-155.778221157,"The Brooks Camp Visitor Center, open June 1 – September 29, is the point of entry for all visitors to Brooks Camp. A park ranger is on duty to provide information, campground check-in, mandatory bear etiquette and safety talks, and backcountry planning. An Alaska Geographic Association (AGA) bookstore offers books, maps, and other Katmai-related items.","Brooks Camp is located on the northern Alaska Peninsula, about 30 miles east of King Salmon and about 290 air miles southwest of Anchorage. Unlike most national park visitor centers in the United States, Brooks Camp's visitor center is only accessible by plane or boat.",http://www.nps.gov/katm/planyourvisit/directions.htm,https://www.nps.gov/katm/planyourvisit/visitorcenters.htm,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Katmai,katm,King Salmon Visitor Center,58.6828321301,-156.668507335,"Located next door to the King Salmon Airport, the King Salmon Visitor Center provides information on the many federal public lands of Southwest Alaska, particularly those in the Bristol Bay area. A large collection of films is available for viewing and an Alaska Geographic bookstore sells maps, charts, videos, posters, clothing and more.",This visitor center is located next to the passenger terminal at the King Salmon Airport.,http://www.nps.gov/katm/contacts.htm,https://www.nps.gov/katm/planyourvisit/visitorcenters.htm,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Katmai,katm,Robert F. Griggs Visitor Center,58.36864,-155.382878,The Robert F. Griggs Visitor Center overlooks the famous Valley of Ten Thousand Smokes and is the starting point of the Ukak Falls Trail. The posted hours are estimated because the visitor center is only open during ranger-led Valley of Ten Thousand Smokes tours.,Located 23 miles from Brooks Camp on the only road within Katmai National Park & Preserve. Visitors can participate in a Ranger-led Valley of Ten Thousand Smokes Tour where this center is a lunch stop before hiking to the valley floor.,https://www.nps.gov/katm/planyourvisit/rangerguided.htm,https://www.nps.gov/katm/planyourvisit/visitorcenters.htm,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Kenai Fjords,kefj,Exit Glacier Nature Center,60.18832584166407,-149.6316518248616,"The Exit Glacier Nature Center is the trailhead for all that the Exit Glacier area has to offer, including the Harding Icefield trail. The building includes exhibits about the Exit Glacier area, an Alaska Geographic bookstore, and park rangers to help answer questions about the area.","Turn on to Herman Leirer Road (commonly called ""Exit Glacier Road"") at mile 3 of the Seward Highway - AK-9. Proceed 8.4 miles. The road will end at the parking lot for the nature center. Google Map Coordinates: 60.1782633,-149.6494389",http://www.nps.gov/kefj/planyourvisit/directions.htm,https://www.nps.gov/kefj/planyourvisit/visitorcenters.htm#naturecenter,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM
Kenai Fjords,kefj,Kenai Fjords National Park Visitor Center,60.11627448593049,-149.43974342276806,"The main park visitor center is located in the Seward small boat harbor. The visitor center provides opportunities to view the park film, an Alaska Geographic bookstore, and park rangers to help answer questions about the area.","Once within the city limits of the town of Seward, turn left on S. Harbor Street (mile 1 of the Seward Highway - AK-9). Go one block, and turn right on Fourth Street. It will be the second building on the left. Google Map Coordinates: 60.1165108,-149.4405508",http://www.nps.gov/kefj/planyourvisit/directions.htm,http://www.nps.gov/kefj/planyourvisit/visitorcenters.htm,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 5:30PM
Kings Canyon,seki,Cedar Grove Visitor Center,36.7909601761,-118.671134612,"This visitor center is next to the South Fork of the Kings River in mixed conifer forest at an elevation of 4,600 feet (1,400 m). Learn about the natural and cultural history of the Cedar Grove area. Nearby services include accessible restrooms and a pay phone.","On Highway 180, 30 miles (48 km) east of Grant Grove. Next to Sentinel Campground.",http://www.nps.gov/seki/planyourvisit/visitorcenters.htm,http://www.nps.gov/seki/planyourvisit/visitorcenters.htm,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM
Kings Canyon,seki,Foothills Visitor Center,36.4910724123,-118.825590743,"This visitor center is one mile past the Ash Mountain entrance station along the Generals Highway. Stop here for information, maps, books, gifts, and restrooms. Browse exhibits about the ecology and human history of the foothills, and join a free ranger-led program.",On the Generals Highway 1 mile (1.6 km) north of the Ash Mountain Entrance.,http://www.nps.gov/seki/planyourvisit/visitorcenters.htm,http://www.nps.gov/seki/planyourvisit/visitorcenters.htm,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM
Kings Canyon,seki,Giant Forest Museum,36.56468778866104,-118.7726831068016,"The museum is housed in a historic market in the Giant Forest sequoia grove at 6,500 feet (1,980 m) elevation. Explore exhibits about sequoias and learn why this landscape grows the biggest of big trees. Stop here before you explore the grove. Giant Forest Museum is open year-round except when weather or safety conditions require a closure. Hours vary seasonally. During wilderness permit non-quota season, permits can be picked up at a self-issue station outside the museum.",On the Generals Highway 16 miles (26 km) north of the Ash Mountain Entrance.,http://www.nps.gov/seki/planyourvisit/visitorcenters.htm,http://www.nps.gov/seki/planyourvisit/visitorcenters.htm,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM
Kings Canyon,seki,Kings Canyon Visitor Center,36.7400152929,-118.963419957,"This visitor center is in Grant Grove Village at an elevation of 6,500 feet (1,980 m). Learn about three regions in Kings Canyon National Park: giant sequoia groves, Kings Canyon, and the High Sierra. Watch a 15-minute movie (English/Spanish). A park store sells books, maps, and educational materials.","On Highway 180 in Grant Grove Village, 3 miles (5 km) east of the Big Stump Entrance.",http://www.nps.gov/seki/planyourvisit/visitorcenters.htm,http://www.nps.gov/seki/planyourvisit/visitorcenters.htm,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM
Kings Canyon,seki,Lodgepole Visitor Center,36.604134478,-118.73194481,"Located in the conifer zone at an elevation of 6,700 feet (2,040 m), the visitor center provides opportunities to view exhibits, get trip planning advice, get a wilderness permit, watch several park films, or shop at the gift shop. New exhibits immerse visitors in the wilderness environments of the parks, from the foothills to the highest peaks and to underground caves, as well as exploring the human history of the southern Sierra Nevada with tactile exhibits and soundscapes from every park environment.",On the Generals Highway 21 miles (34 km) north of the Ash Mountain Entrance. 2 miles (3 km) north of the General Sherman Tree.,http://www.nps.gov/seki/planyourvisit/visitorcenters.htm,http://www.nps.gov/seki/planyourvisit/visitorcenters.htm,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM
Kings Canyon,seki,Mineral King Ranger Station,36.45274261,-118.610793099,"Located in a mixed-conifer forest at 7,600 feet (2,320 m), the Mineral King Ranger Station houses some exhibits on Mineral King's human and natural history. Books, maps, and educational items for sale. Food storage canisters are available. Obtain wilderness permits here. Planning to park overnight? Marmots may attempt to get in your car's undercarriage or damage wiring. Make sure that you wrap the underside of your vehicle in a tarp.",On the Mineral King Road 24 miles (39 km) from the junction of Highway 198 in Three Rivers.,http://www.nps.gov/seki/planyourvisit/visitorcenters.htm,http://www.nps.gov/seki/planyourvisit/visitorcenters.htm,7:30AM - 4:00PM,7:30AM - 4:00PM,7:30AM - 4:00PM,7:30AM - 4:00PM,7:30AM - 4:00PM,7:30AM - 4:00PM,7:30AM - 4:00PM
Kobuk Valley,kova,Northwest Arctic Heritage Center,66.892539,-162.605111,"Large, half-dome shaped, blue and grey building with just over 11,000 square feet of space. The museum space is just over 1,800 square feet and contains animal displays, soundscapes, tactile exhibits and more. The Heritage Center also contains a bookstore, restroom, art gallery, and sitting area. The Northwest Arctic Heritage Center serves as the visitor centers for the Western Arctic National Parklands: Kobuk Valley National Park, Cape Krusenstern National Monument, and Noatak National Preserve.","Visitors generally access the park via the regional hub in Kotzebue. Commercial airlines provide daily service from Fairbanks or Anchorage, to Kotzebue. Chartered flights with licensed air taxi services, booked in advance, can take backcountry travelers to remote destinations within the park.",http://www.nps.gov/kova/planyourvisit/directions.htm,http://www.nps.gov/kova/planyourvisit/northwest-arctic-heritage-center.htm,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,Closed,Closed
Lake Clark,lacl,Port Alsworth Visitor Center,60.1973725818,-154.322665453,Come and enjoy the visitor center and exhibits and get information from our rangers. Visitors can find a wealth of park information including local hiking trail details and check out a bear resistant container at the Port Alsworth Visitor Center. The Bristol Bay Double-Ender “boat barn” will be open daily. Visitors are free to explore the other outdoor exhibits including the Wassilie Trefon Dena’ina Fish Cache and Denison Sawmill Exhibit anytime.,"The visitor center is located midway up the easternmost runway in Port Alsworth, AK.",https://www.nps.gov/lacl/planyourvisit/directions.htm,https://www.nps.gov/lacl/planyourvisit/port-alsworth.htm,10:00AM - 4:30PM,10:00AM - 4:30PM,10:00AM - 4:30PM,10:00AM - 4:30PM,10:00AM - 4:30PM,10:00AM - 4:30PM,10:00AM - 4:30PM
Lassen Volcanic,lavo,Kohm Yah-mah-nee Visitor Center,40.4377782526,-121.533838401,"This year-round visitor center is located one mile from the Southwest Entrance. The visitor center offers an information desk, exhibit hall, auditorium, amphitheater (summer), park store, dining area, patio (summer), and a gift shop and cafe (summer). Free Wi-Fi is available inside.",From Red Bluff: Follow Hwy 36 East for 51 miles to the junction of Hwy 89. Follow Hwy 89 north 6 miles to the southwest entrance station and the Kohm Yah-mah-nee Visitor Center.,https://www.nps.gov/lavo/planyourvisit/directions.htm,http://www.nps.gov/lavo/planyourvisit/visitorcenters.htm,9:30AM - 4:30PM,Closed,Closed,9:30AM - 4:30PM,9:30AM - 4:30PM,9:30AM - 4:30PM,9:30AM - 4:30PM
